YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
87 05 26 16 007 08.9 10.3 01.30 05.00 04.70 999 1009.8  02.6  04.4 999.0 99.0
87 05 26 17 009 08.8 10.8 01.50 05.60 04.90 999 1009.8  02.9  04.4 999.0 99.0
87 05 26 18 016 07.9 09.1 01.30 05.60 04.80 999 1010.0  02.6  04.4 999.0 99.0
87 05 26 19 009 07.7 08.6 01.20 05.60 04.90 999 1009.8  02.7  04.4 999.0 99.0
87 05 26 20 023 05.5 06.7 01.30 05.60 04.90 999 1009.8  02.5  04.4 999.0 99.0
87 05 26 21 018 06.4 07.2 01.20 05.60 04.90 999 1010.1  03.3  04.5 999.0 99.0
87 05 26 22 038 04.6 06.1 01.00 05.90 04.90 999 1010.2  02.4  04.5 999.0 99.0
87 05 26 23 016 04.2 04.8 01.10 05.60 05.00 999 1010.2  03.1  04.6 999.0 99.0
87 05 27 00 019 04.5 05.7 01.10 05.60 05.10 999 1010.2  02.9  04.6 999.0 99.0
87 05 27 01 021 03.9 05.2 01.00 05.60 04.90 999 1010.2  03.2  04.7 999.0 99.0
87 05 27 02 028 04.2 04.9 00.90 05.60 04.80 999 1010.1  03.5  04.8 999.0 99.0
87 05 27 03 035 04.1 05.0 00.90 05.60 04.80 999 1009.8  03.4  04.9 999.0 99.0
87 05 27 04 010 05.6 06.4 00.90 04.80 04.80 999 1009.5  02.9  05.0 999.0 99.0
87 05 27 05 026 03.7 04.3 00.80 05.60 04.80 999 1009.4  03.3  04.9 999.0 99.0
87 05 27 06 034 03.7 04.8 00.80 05.60 04.70 999 1009.3  03.5  05.0 999.0 99.0
87 05 27 07 057 04.4 05.1 00.70 05.60 04.70 999 1009.2  03.2  04.9 999.0 99.0
87 05 27 08 073 03.5 04.2 00.70 05.60 04.80 999 1009.3  02.8  04.9 999.0 99.0
87 05 27 09 086 03.1 03.8 00.70 05.90 05.00 999 1009.4  02.7  04.8 999.0 99.0
87 05 27 10 106 01.4 02.1 00.60 05.30 04.80 999 1009.4  01.8  04.8 999.0 99.0
87 05 27 11 097 02.9 04.0 00.60 05.60 05.00 999 1009.3  01.6  04.7 999.0 99.0
87 05 27 12 034 01.8 02.4 00.60 05.30 05.00 999 1009.3  02.5  04.7 999.0 99.0
87 05 27 13 046 01.8 02.8 00.60 12.50 05.40 999 1009.1  02.6  04.8 999.0 99.0
87 05 27 14 119 01.5 02.1 00.60 05.30 05.30 999 1008.9  02.0  04.8 999.0 99.0
87 05 27 15 342 02.9 04.0 00.60 05.30 05.20 999 1009.0  01.5  04.8 999.0 99.0
87 05 27 16 048 04.2 04.9 00.50 05.00 05.00 999 1008.9  01.8  04.8 999.0 99.0
87 05 27 17 333 00.2 01.1 00.50 05.30 05.10 999 1009.1  01.6  04.7 999.0 99.0
87 05 27 18 108 03.3 04.1 00.60 05.00 05.10 999 1009.1  01.8  04.7 999.0 99.0
87 05 27 19 067 00.5 01.3 00.60 12.50 05.20 999 1009.1  02.5  04.7 999.0 99.0
87 05 27 20 128 02.4 03.6 00.60 05.00 05.00 999 1009.1  02.8  04.7 999.0 99.0
87 05 27 21 132 02.6 03.6 00.60 11.10 05.40 999 1009.0  03.5  04.8 999.0 99.0
87 05 27 22 114 03.7 04.2 00.60 11.10 05.40 999 1008.8  03.2  04.9 999.0 99.0
87 05 27 23 131 03.0 04.0 00.60 11.10 05.90 999 1008.6  03.2  05.0 999.0 99.0
87 05 28 00 124 02.7 03.3 00.50 11.10 06.00 999 1008.6  03.3  05.1 999.0 99.0
87 05 28 01 120 01.4 02.2 00.50 11.10 05.70 999 1008.8  03.6  05.2 999.0 99.0
87 05 28 02 136 00.9 01.4 00.50 11.10 05.60 999 1008.5  03.6  05.4 999.0 99.0
87 05 28 03 121 01.6 02.7 00.50 11.10 05.70 999 1008.1  03.5  05.4 999.0 99.0
87 05 28 04 110 01.8 02.8 00.60 11.10 06.00 999 1007.8  03.4  05.4 999.0 99.0
87 05 28 05 118 02.2 03.3 00.50 11.10 05.50 999 1007.6  03.5  05.5 999.0 99.0
87 05 28 06 115 03.5 04.5 00.50 11.10 05.30 999 1007.4  03.3  05.5 999.0 99.0
87 05 28 07 104 02.8 03.3 00.50 10.00 05.40 999 1007.4  03.4  05.5 999.0 99.0
87 05 28 08 115 02.9 03.4 00.50 11.10 05.40 999 1007.4  03.1  05.4 999.0 99.0
87 05 28 09 101 01.9 02.8 00.50 11.10 05.40 999 1007.5  03.2  05.3 999.0 99.0
87 05 28 10 102 02.2 02.9 00.40 11.10 05.30 999 1007.6  03.3  05.2 999.0 99.0
87 05 28 11 099 03.4 04.1 00.40 11.10 05.60 999 1007.4  03.4  05.2 999.0 99.0
87 05 28 12 081 03.2 04.0 00.40 11.10 05.80 999 1007.5  03.1  05.1 999.0 99.0
87 05 28 13 062 03.7 04.3 00.40 12.50 05.80 999 1007.7  02.8  05.1 999.0 99.0
87 05 28 14 064 03.7 04.5 00.40 11.10 05.60 999 1007.8  03.2  05.1 999.0 99.0
87 05 28 15 057 03.5 04.1 00.50 10.00 05.70 999 1007.9  03.2  05.1 999.0 99.0
87 05 28 16 070 04.0 04.7 00.40 11.10 05.70 999 1008.0  03.3  05.0 999.0 99.0
87 05 28 17 072 04.2 04.9 00.50 11.10 05.70 999 1008.2  03.4  05.0 999.0 99.0
87 05 28 18 062 03.4 04.0 00.50 09.10 05.70 999 1008.7  03.6  05.0 999.0 99.0
87 05 28 19 100 05.1 06.3 00.50 10.00 05.40 999 1009.1  03.0  05.0 999.0 99.0
87 05 28 20 080 04.7 05.2 00.50 09.10 05.20 999 1009.6  03.3  05.0 999.0 99.0
87 05 28 21 068 04.1 05.0 00.50 09.10 05.10 999 1010.1  03.2  05.0 999.0 99.0
87 05 28 22 072 03.8 04.8 00.50 09.10 05.30 999 1010.7  03.5  04.9 999.0 99.0
87 05 28 23 056 03.5 04.4 00.50 10.00 05.20 999 1011.0  03.7  05.1 999.0 99.0
87 05 29 00 070 04.2 05.1 00.60 09.10 04.80 999 1011.3  03.8  05.2 999.0 99.0
87 05 29 01 059 04.4 05.3 00.60 09.10 05.00 999 1011.7  03.8  05.3 999.0 99.0
87 05 29 02 036 04.5 05.6 00.70 09.10 05.20 999 1011.9  03.9  05.5 999.0 99.0
87 05 29 03 005 06.7 07.8 00.70 09.10 05.70 999 1012.1  04.1  05.6 999.0 99.0
87 05 29 04 013 04.3 05.0 00.80 09.10 05.30 999 1012.4  03.7  05.5 999.0 99.0
87 05 29 06 030 07.1 08.9 00.80 10.00 04.70 999 1012.7  03.9  05.4 999.0 99.0
87 05 29 07 031 07.7 08.9 00.90 04.20 04.60 999 1013.0  04.2  05.3 999.0 99.0
87 05 29 08 032 08.5 09.7 01.00 04.20 04.50 999 1013.3  04.3  05.2 999.0 99.0
87 05 29 09 031 08.9 10.3 01.00 04.20 04.50 999 1013.7  04.1  05.2 999.0 99.0
87 05 29 10 033 08.9 10.3 01.10 04.80 04.70 999 1014.2  04.1  05.2 999.0 99.0
87 05 29 11 032 08.4 09.7 01.20 04.80 04.80 999 1014.4  04.0  05.2 999.0 99.0
87 05 29 12 031 08.7 10.3 01.40 05.90 05.10 999 1014.5  04.1  05.2 999.0 99.0
87 05 29 13 031 09.6 10.5 01.40 05.90 05.10 999 1014.7  04.0  05.1 999.0 99.0
87 05 29 14 031 09.3 11.0 01.40 05.90 05.20 999 1014.9  04.0  05.0 999.0 99.0
87 05 29 15 039 09.6 11.1 01.50 06.30 05.30 999 1015.2  04.0  04.9 999.0 99.0
87 05 29 16 034 09.9 11.2 01.50 05.90 05.20 999 1015.3  03.9  04.9 999.0 99.0
87 05 29 17 036 10.1 12.4 01.60 05.90 05.20 999 1015.5  03.9  04.9 999.0 99.0
87 05 29 18 031 09.6 11.8 01.60 05.90 05.30 999 1015.8  03.8  04.9 999.0 99.0
87 05 29 19 041 08.6 10.6 01.50 06.30 05.20 999 1016.3  03.7  04.8 999.0 99.0
87 05 29 20 037 09.9 11.5 01.60 05.90 05.20 999 1016.5  03.7  04.8 999.0 99.0
87 05 29 21 039 08.2 09.9 01.60 06.30 05.30 999 1016.7  03.7  04.9 999.0 99.0
87 05 29 22 029 08.8 10.1 01.50 06.30 05.20 999 1016.9  03.8  04.9 999.0 99.0
87 05 29 23 032 07.6 08.6 01.40 05.90 05.30 999 1017.2  04.0  04.9 999.0 99.0
87 05 30 00 022 08.1 09.4 01.40 12.50 05.70 999 1017.4  03.9  05.0 999.0 99.0
87 05 30 01 026 07.4 08.8 01.30 12.50 05.40 999 1017.5  04.1  05.1 999.0 99.0
87 05 30 02 018 07.5 09.1 01.20 12.50 05.60 999 1017.5  04.1  05.2 999.0 99.0
87 05 30 03 023 06.4 07.1 01.30 12.50 05.50 999 1017.4  04.0  05.2 999.0 99.0
87 05 30 04 022 05.8 06.5 01.20 11.10 05.70 999 1017.3  04.0  05.2 999.0 99.0
87 05 30 05 026 05.7 06.4 01.20 11.10 05.70 999 1017.2  03.8  05.2 999.0 99.0
87 05 30 06 007 06.0 07.1 01.20 11.10 06.00 999 1017.1  03.7  05.1 999.0 99.0
87 05 30 07 001 06.8 07.7 01.10 11.10 05.70 999 1016.9  03.7  05.1 999.0 99.0
87 05 30 08 002 07.0 08.1 01.20 11.10 05.80 999 1016.9  03.6  05.1 999.0 99.0
87 05 30 09 006 06.9 07.9 01.20 11.10 05.70 999 1017.0  03.6  05.1 999.0 99.0
87 05 30 10 359 06.4 07.2 01.10 11.10 05.40 999 1016.9  03.3  05.0 999.0 99.0
87 05 30 11 350 06.8 08.1 01.00 11.10 05.30 999 1016.6  03.3  05.0 999.0 99.0
87 05 30 12 345 07.0 08.3 01.10 11.10 05.40 999 1016.2  03.6  05.0 999.0 99.0
87 05 30 13 337 08.5 09.6 01.20 11.10 05.60 999 1015.8  03.0  05.0 999.0 99.0
87 05 30 14 348 09.0 10.3 01.10 10.00 05.20 999 1015.2  03.0  05.0 999.0 99.0
87 05 30 15 341 07.7 10.1 01.20 11.10 05.00 999 1014.8  03.0  05.0 999.0 99.0
87 05 30 16 347 07.2 08.5 01.20 11.10 05.00 999 1014.2  03.3  05.0 999.0 99.0
87 05 30 17 344 06.7 08.1 01.20 05.00 05.00 999 1013.7  03.2  05.0 999.0 99.0
87 05 30 18 354 04.1 05.4 01.30 10.00 05.30 999 1013.3  03.1  05.0 999.0 99.0
87 05 30 19 352 05.8 07.1 01.20 10.00 05.30 999 1013.0  03.6  05.0 999.0 99.0
87 05 30 20 356 02.5 04.6 01.30 10.00 05.40 999 1012.9  03.2  05.0 999.0 99.0
87 05 30 21 045 01.1 01.7 01.20 10.00 05.30 999 1012.6  03.8  05.1 999.0 99.0
87 05 30 22 020 03.3 04.5 01.20 06.70 05.40 999 1012.4  04.2  05.2 999.0 99.0
87 05 30 23 034 04.8 05.7 01.10 07.10 05.60 999 1012.5  04.3  05.2 999.0 99.0
87 05 31 00 041 04.4 05.2 01.20 06.70 05.80 999 1012.4  04.3  05.2 999.0 99.0
87 05 31 01 045 04.7 05.3 01.30 06.70 05.90 999 1012.2  04.3  05.2 999.0 99.0
87 05 31 02 049 04.5 05.1 01.40 07.10 06.10 999 1012.2  04.2  05.2 999.0 99.0
87 05 31 03 040 05.4 06.2 01.50 07.70 06.20 999 1012.2  04.0  05.2 999.0 99.0
87 05 31 04 044 05.8 06.5 01.70 07.70 06.40 999 1012.1  04.1  05.2 999.0 99.0
87 05 31 05 045 04.9 06.0 01.60 07.70 06.30 999 1012.2  04.1  05.2 999.0 99.0
87 05 31 06 034 04.9 06.9 01.80 07.70 06.50 999 1012.3  03.9  05.2 999.0 99.0
87 05 31 07 047 04.1 05.2 01.80 08.30 06.40 999 1012.4  03.9  05.2 999.0 99.0
87 05 31 08 040 05.0 06.2 02.00 08.30 07.00 999 1012.6  03.7  05.2 999.0 99.0
87 05 31 09 037 04.3 05.6 01.70 08.30 06.50 999 1012.9  03.6  05.2 999.0 99.0
87 05 31 10 040 03.5 04.5 01.70 08.30 06.70 999 1012.9  03.9  05.1 999.0 99.0
87 05 31 11 045 05.2 06.0 01.60 08.30 06.60 999 1012.8  04.0  05.1 999.0 99.0
87 05 31 12 026 04.8 05.6 01.70 08.30 06.60 999 1012.7  03.9  05.1 999.0 99.0
87 05 31 13 031 05.4 06.3 01.40 08.30 06.30 999 1012.5  03.7  05.1 999.0 99.0
87 05 31 14 029 07.1 08.2 01.70 08.30 06.40 999 1012.4  03.6  05.0 999.0 99.0
87 05 31 15 021 06.5 08.4 01.50 08.30 05.90 999 1012.3  03.7  04.9 999.0 99.0
87 05 31 16 018 08.1 09.2 01.60 08.30 06.00 999 1012.3  03.5  04.9 999.0 99.0
87 05 31 17 025 07.1 08.4 01.60 08.30 05.70 999 1012.5  03.6  04.9 999.0 99.0
87 05 31 18 020 07.7 09.0 01.50 07.70 05.70 999 1012.9  03.5  04.9 999.0 99.0
87 05 31 19 027 06.2 07.0 01.50 07.70 05.50 999 1012.7  03.4  04.9 999.0 99.0
87 05 31 20 029 04.5 05.9 01.30 07.70 05.40 999 1012.5  03.2  04.9 999.0 99.0
87 05 31 21 005 04.5 06.2 01.30 07.70 05.40 999 1012.0  03.8  04.9 999.0 99.0
87 05 31 22 337 05.1 05.8 01.20 07.70 05.50 999 1011.9  03.9  04.9 999.0 99.0
87 05 31 23 336 06.6 07.5 01.20 07.70 05.60 999 1011.6  04.1  04.9 999.0 99.0
87 06 01 00 343 07.0 08.7 01.20 07.70 05.20 999 1011.7  04.2  04.9 999.0 99.0
87 06 01 01 346 08.5 09.8 01.20 07.70 05.00 999 1011.5  03.4  04.9 999.0 99.0
87 06 01 02 336 07.0 07.9 01.20 07.10 04.90 999 1010.9  03.7  04.9 999.0 99.0
87 06 01 03 319 06.3 07.7 01.20 07.10 04.70 999 1010.5  03.4  04.9 999.0 99.0
87 06 01 04 295 06.6 07.3 01.20 07.10 05.10 999 1009.9  03.7  05.0 999.0 99.0
87 06 01 05 299 07.4 08.3 01.10 06.30 04.90 999 1009.4  03.6  05.0 999.0 99.0
87 06 01 06 286 07.2 08.2 01.20 06.70 04.80 999 1009.2  03.7  05.0 999.0 99.0
87 06 01 07 310 05.4 06.7 01.20 06.70 05.10 999 1008.8  04.1  05.0 999.0 99.0
87 06 01 08 331 05.0 05.6 01.10 06.70 05.00 999 1008.6  04.0  05.0 999.0 99.0
87 06 01 09 338 04.6 05.4 01.10 06.70 05.20 999 1008.8  04.0  04.9 999.0 99.0
87 06 01 10 354 05.9 06.6 01.10 06.70 05.40 999 1008.9  04.0  04.9 999.0 99.0
87 06 01 11 352 05.3 06.0 01.20 06.70 05.40 999 1009.1  04.1  04.9 999.0 99.0
87 06 01 12 011 06.3 07.0 01.10 07.10 05.30 999 1009.0  04.1  04.9 999.0 99.0
87 06 01 13 005 06.5 07.7 01.20 07.70 05.40 999 1009.3  04.1  04.9 999.0 99.0
87 06 01 14 012 06.3 07.0 01.30 07.70 05.60 999 1009.4  04.1  04.9 999.0 99.0
87 06 01 15 005 06.5 07.7 01.30 08.30 05.60 999 1009.6  04.2  04.9 999.0 99.0
87 06 01 16 001 05.5 06.7 01.20 08.30 05.40 999 1009.8  04.2  04.9 999.0 99.0
87 06 01 17 339 03.0 04.4 01.20 08.30 05.50 999 1010.2  04.1  04.9 999.0 99.0
87 06 01 18 312 03.1 04.0 01.10 07.70 05.50 999 1010.3  03.9  04.9 999.0 99.0
87 06 01 19 297 04.6 05.8 01.20 08.30 05.90 999 1010.6  03.7  04.9 999.0 99.0
87 06 01 20 304 04.8 05.9 01.30 08.30 06.10 999 1010.7  03.5  04.9 999.0 99.0
87 06 01 21 289 06.0 07.0 01.30 07.70 06.20 999 1010.6  03.6  04.9 999.0 99.0
87 06 01 22 272 07.4 09.1 01.40 07.70 06.10 999 1010.5  03.5  04.9 999.0 99.0
87 06 01 23 275 09.2 10.8 01.50 08.30 06.00 999 1010.4  03.6  04.9 999.0 99.0
87 06 02 00 269 08.2 09.5 01.70 08.30 06.20 999 1010.5  04.0  04.9 999.0 99.0
87 06 02 01 268 09.5 11.0 01.70 08.30 06.10 999 1010.3  04.2  04.9 999.0 99.0
87 06 02 02 288 08.5 09.8 01.70 08.30 05.90 999 1010.3  04.6  04.9 999.0 99.0
87 06 02 03 302 07.3 08.8 01.70 08.30 05.40 999 1010.5  04.5  04.9 999.0 99.0
87 06 02 04 303 07.0 08.5 01.70 08.30 05.70 999 1010.6  04.5  04.9 999.0 99.0
87 06 02 05 287 09.3 10.8 01.70 08.30 05.60 999 1010.6  04.7  04.9 999.0 99.0
87 06 02 06 290 09.2 10.5 01.80 08.30 05.60 999 1010.8  04.7  04.9 999.0 99.0
87 06 02 07 289 10.5 12.3 01.80 08.30 05.60 999 1010.8  04.6  04.9 999.0 99.0
87 06 02 08 288 09.7 11.2 01.80 08.30 05.60 999 1011.4  04.5  05.0 999.0 99.0
87 06 02 09 287 09.3 11.0 01.90 08.30 05.70 999 1011.8  04.6  05.0 999.0 99.0
87 06 02 10 283 08.4 09.9 01.80 08.30 05.70 999 1011.9  04.7  05.0 999.0 99.0
87 06 02 11 276 08.3 09.5 01.90 08.30 05.80 999 1012.1  04.7  05.0 999.0 99.0
87 06 02 12 257 07.4 08.7 01.90 07.10 05.80 999 1011.9  04.6  05.0 999.0 99.0
87 06 02 13 252 08.7 09.9 02.00 08.30 06.10 999 1012.0  04.6  05.0 999.0 99.0
87 06 02 14 248 09.2 10.7 02.00 08.30 06.20 999 1011.8  04.7  05.0 999.0 99.0
87 06 02 15 242 09.4 11.3 02.00 08.30 06.10 999 1011.6  04.7  05.0 999.0 99.0
87 06 02 16 237 09.6 11.8 02.00 09.10 06.00 999 1011.4  04.8  05.0 999.0 99.0
87 06 02 17 234 10.3 11.8 02.20 09.10 06.30 999 1011.4  04.7  05.0 999.0 99.0
87 06 02 18 221 10.4 12.2 02.10 09.10 06.00 999 1011.0  04.9  05.0 999.0 99.0
87 06 02 19 226 11.4 13.8 02.20 09.10 06.10 999 1010.7  05.0  05.0 999.0 99.0
87 06 02 20 216 12.1 14.0 02.20 05.60 05.70 999 1010.2  05.0  05.0 999.0 99.0
87 06 02 21 208 13.0 15.2 02.20 05.60 05.80 999 1009.7  05.1  04.9 999.0 99.0
87 06 02 22 203 13.4 16.0 02.50 05.90 05.70 999 1009.3  05.1  05.0 999.0 99.0
87 06 02 23 205 13.5 17.2 02.50 06.30 05.80 999 1008.9  05.1  05.0 999.0 99.0
87 06 03 00 206 14.0 17.1 02.90 06.70 06.00 999 1008.5  05.0  05.0 999.0 99.0
87 06 03 01 208 13.8 16.2 02.90 07.10 06.00 999 1008.2  05.0  05.0 999.0 99.0
87 06 03 02 205 13.9 16.5 03.10 07.70 06.20 999 1007.6  05.0  05.0 999.0 99.0
87 06 03 03 204 14.1 17.1 03.10 07.70 06.30 999 1007.1  05.1  05.0 999.0 99.0
87 06 03 04 203 14.0 16.4 03.40 08.30 06.50 999 1006.6  05.0  04.9 999.0 99.0
87 06 03 05 202 13.6 16.6 03.50 08.30 06.80 999 1006.2  05.0  04.9 999.0 99.0
87 06 03 06 198 14.0 17.3 03.80 09.10 07.00 999 1005.7  05.0  04.9 999.0 99.0
87 06 03 07 194 14.5 17.1 04.00 08.30 07.20 999 1005.2  05.0  04.8 999.0 99.0
87 06 03 08 191 14.9 17.9 04.20 10.00 07.50 999 1005.1  05.1  04.8 999.0 99.0
87 06 03 09 191 14.2 16.9 04.20 09.10 07.30 999 1004.8  05.0  04.8 999.0 99.0
87 06 03 10 189 14.2 17.5 04.50 10.00 07.70 999 1004.2  05.1  04.8 999.0 99.0
87 06 03 11 186 14.3 17.5 04.20 10.00 07.40 999 1003.7  05.0  04.7 999.0 99.0
87 06 03 12 188 14.4 17.7 04.30 11.10 07.50 999 1003.1  05.0  04.8 999.0 99.0
87 06 03 13 191 13.7 16.2 04.80 10.00 07.70 999 1002.5  05.0  04.7 999.0 99.0
87 06 03 14 200 13.2 16.0 04.70 10.00 07.80 999 1002.2  05.1  04.7 999.0 99.0
87 06 03 15 204 11.7 13.6 04.30 11.10 07.70 999 1002.2  05.0  04.6 999.0 99.0
87 06 03 16 208 10.7 13.0 04.60 11.10 08.00 999 1002.4  05.0  04.6 999.0 99.0
87 06 03 17 200 10.1 11.8 04.50 11.10 08.30 999 1002.7  05.0  04.6 999.0 99.0
87 06 03 18 205 09.2 11.0 04.10 11.10 08.10 999 1002.9  04.9  04.7 999.0 99.0
87 06 03 19 207 07.9 09.3 03.80 10.00 07.90 999 1003.2  04.8  04.7 999.0 99.0
87 06 03 20 213 06.5 07.3 03.80 11.10 08.20 999 1003.6  04.8  04.7 999.0 99.0
87 06 03 21 194 05.3 06.9 03.60 11.10 08.00 999 1003.5  04.7  04.8 999.0 99.0
87 06 03 22 186 05.7 06.9 03.60 11.10 08.10 999 1003.8  04.7  04.8 999.0 99.0
87 06 03 23 193 05.1 06.0 03.40 10.00 07.80 999 1003.9  04.8  04.8 999.0 99.0
87 06 04 00 196 07.9 09.7 03.20 10.00 07.90 999 1003.8  04.7  04.9 999.0 99.0
87 06 04 01 189 06.5 07.5 03.00 11.10 07.50 999 1003.8  04.9  04.9 999.0 99.0
87 06 04 02 197 06.1 07.2 03.10 10.00 07.80 999 1003.5  05.0  04.9 999.0 99.0
87 06 04 03 175 06.2 07.5 03.00 10.00 07.70 999 1003.4  05.2  04.9 999.0 99.0
87 06 04 04 176 06.5 07.5 02.80 10.00 07.60 999 1003.2  05.0  04.9 999.0 99.0
87 06 04 05 166 04.6 05.7 02.60 10.00 07.50 999 1003.3  04.9  04.9 999.0 99.0
87 06 04 06 209 02.7 03.6 02.70 11.10 07.70 999 1003.5  03.9  04.9 999.0 99.0
87 06 04 07 172 03.2 03.8 02.80 10.00 07.70 999 1003.5  04.3  04.9 999.0 99.0
87 06 04 08 197 02.3 03.4 02.50 09.10 07.50 999 1003.6  04.6  04.9 999.0 99.0
87 06 04 09 190 04.3 05.3 02.40 10.00 07.50 999 1003.7  04.5  04.9 999.0 99.0
87 06 04 10 162 04.4 05.4 02.60 09.10 07.30 999 1004.0  04.3  04.9 999.0 99.0
87 06 04 11 168 03.3 04.1 02.60 09.10 07.30 999 1004.4  04.4  04.9 999.0 99.0
87 06 04 12 144 01.9 02.4 02.30 09.10 06.80 999 1004.9  04.4  04.9 999.0 99.0
87 06 04 13 140 01.1 01.5 02.40 09.10 07.10 999 1005.0  04.1  04.9 999.0 99.0
87 06 04 14 128 02.6 03.1 02.40 09.10 07.20 999 1005.3  04.0  04.9 999.0 99.0
87 06 04 15 118 03.0 03.9 02.50 08.30 07.10 999 1005.4  04.3  04.9 999.0 99.0
87 06 04 16 129 03.6 04.4 02.60 09.10 07.30 999 1005.7  04.6  04.9 999.0 99.0
87 06 04 17 134 04.3 05.1 02.10 07.70 06.90 999 1006.0  04.8  04.9 999.0 99.0
87 06 04 18 126 04.7 05.4 02.20 08.30 06.90 999 1006.4  05.1  04.9 999.0 99.0
87 06 04 19 109 03.9 04.4 01.90 07.70 06.90 999 1007.0  05.0  04.9 999.0 99.0
87 06 04 20 102 04.3 05.5 02.00 08.30 07.30 999 1007.6  05.0  04.9 999.0 99.0
87 06 04 21 099 05.1 06.0 02.10 07.70 07.30 999 1008.2  05.1  05.0 999.0 99.0
87 06 04 22 080 05.3 06.4 02.00 07.70 06.90 999 1008.5  05.0  05.1 999.0 99.0
87 06 04 23 086 06.9 07.8 01.90 08.30 06.90 999 1009.0  05.0  05.1 999.0 99.0
87 06 05 00 077 07.0 07.9 02.10 08.30 07.00 999 1009.4  05.0  05.1 999.0 99.0
87 06 05 01 076 07.2 08.2 01.80 09.10 06.60 999 1009.8  04.9  05.1 999.0 99.0
87 06 05 02 082 06.8 07.7 01.90 08.30 06.70 999 1010.3  04.8  05.1 999.0 99.0
87 06 05 03 082 07.2 08.2 01.70 08.30 06.30 999 1010.7  04.9  05.1 999.0 99.0
87 06 05 04 095 07.3 08.4 01.70 09.10 06.00 999 1011.3  04.7  05.1 999.0 99.0
87 06 05 05 102 07.2 08.1 01.70 07.70 06.10 999 1011.9  04.8  05.1 999.0 99.0
87 06 05 06 109 07.1 08.6 01.60 09.10 06.30 999 1012.7  04.8  05.0 999.0 99.0
87 06 05 07 118 05.7 06.6 01.50 09.10 06.20 999 1013.6  04.7  05.1 999.0 99.0
87 06 05 08 116 08.1 09.2 01.50 07.70 06.20 999 1014.3  04.6  05.1 999.0 99.0
87 06 05 09 114 06.8 08.8 01.60 08.30 06.30 999 1015.3  04.5  05.1 999.0 99.0
87 06 05 10 131 05.7 07.2 01.60 07.70 06.30 999 1016.3  04.6  05.1 999.0 99.0
87 06 05 11 124 05.0 05.8 01.40 06.70 06.00 999 1017.2  04.7  05.1 999.0 99.0
87 06 05 12 136 04.4 05.4 01.50 07.10 06.10 999 1017.6  04.5  05.1 999.0 99.0
87 06 05 13 126 04.4 05.2 01.60 07.10 06.30 999 1018.0  04.6  05.1 999.0 99.0
87 06 05 14 129 03.7 04.7 01.60 07.10 06.10 999 1018.5  04.4  05.0 999.0 99.0
87 06 05 15 139 02.6 03.8 01.70 07.70 06.30 999 1018.8  04.3  05.0 999.0 99.0
87 06 05 16 097 01.4 02.0 01.70 07.10 06.20 999 1019.3  04.1  05.1 999.0 99.0
87 06 05 17 097 00.1 00.3 01.80 07.70 06.40 999 1019.9  04.1  05.1 999.0 99.0
87 06 05 18 086 01.1 01.7 01.60 07.70 06.10 999 1020.0  04.2  05.0 999.0 99.0
87 06 05 19 187 00.1 00.2 01.60 07.70 06.40 999 1020.5  04.4  05.1 999.0 99.0
87 06 05 20 171 01.2 01.6 01.50 08.30 06.20 999 1020.3  04.3  05.1 999.0 99.0
87 06 05 21 194 01.1 02.0 01.60 08.30 06.30 999 1020.0  04.6  05.2 999.0 99.0
87 06 05 22 322 01.9 02.4 01.50 07.70 06.30 999 1020.4  04.5  05.3 999.0 99.0
87 06 05 23 331 02.5 03.6 01.40 07.70 06.20 999 1020.3  04.7  05.4 999.0 99.0
87 06 06 00 336 01.8 02.8 01.30 08.30 06.10 999 1020.0  05.1  05.5 999.0 99.0
87 06 06 01 343 02.8 03.5 01.40 07.70 06.30 999 1019.7  04.5  05.6 999.0 99.0
87 06 06 02 341 03.4 04.4 01.20 07.10 06.00 999 1019.6  04.9  05.6 999.0 99.0
87 06 06 03 342 05.1 05.9 01.20 08.30 06.10 999 1019.2  04.6  05.5 999.0 99.0
87 06 06 04 338 03.3 03.9 01.10 07.70 06.10 999 1018.7  04.7  05.4 999.0 99.0
87 06 06 05 338 04.2 05.7 01.00 08.30 06.10 999 1018.4  04.5  05.4 999.0 99.0
87 06 06 06 334 04.8 05.9 01.10 08.30 06.30 999 1018.3  04.0  05.3 999.0 99.0
87 06 06 07 332 05.7 07.5 01.00 08.30 06.20 999 1018.0  04.1  05.3 999.0 99.0
87 06 06 08 336 05.1 07.0 01.00 07.70 06.00 999 1017.6  04.0  05.2 999.0 99.0
87 06 06 09 332 03.7 06.1 01.00 07.70 05.80 999 1017.2  03.8  05.2 999.0 99.0
87 06 06 10 324 04.9 06.1 00.90 07.10 05.60 999 1016.8  04.2  05.3 999.0 99.0
87 06 06 11 320 05.2 07.0 00.80 07.70 05.70 999 1015.8  04.2  05.3 999.0 99.0
87 06 06 12 309 06.5 07.5 00.80 08.30 05.40 999 1015.1  04.0  05.2 999.0 99.0
87 06 06 13 306 06.0 06.9 00.70 07.10 04.80 999 1014.3  04.0  05.2 999.0 99.0
87 06 06 14 288 06.1 07.0 00.80 07.70 04.80 999 1013.5  04.0  05.2 999.0 99.0
87 06 06 15 286 05.9 07.2 00.70 07.70 04.60 999 1012.4  04.1  05.2 999.0 99.0
